,0-0,1-0,1-1,2-0,2-1,2-2,3-0,3-1,3-2,3-3,4-0,4-1,4-2,4-3,4-4,5-0,5-1,5-2,5-3,5-4,5-5,6-0,6-1,6-2,6-3,6-4,6-5,6-6
0-0,1.0,0.9984001417604861,1.9136560340364097,2.9749412402678503,0.8534409798839696,2.2297606046306657,0.36478057024920724,3.1937800373371457,1.0580861155033667,0.20735571729944802,3.6683060061459294,0.5659350627867883,0.01,0.2903262306927239,3.935352335414974,1.453429324872467,1.660044803477,5.118628690360151,2.266615664742206,0.3732360905543595,0.8980707273958397,1.0330248387056957,0.01,0.6948067469424707,2.5077254936455815,1.0140306013762868,2.6434870411026785,0.9761555253244968
1-0,0.5621383411092857,1.0,2.9507624132009407,1.2350800822010621,1.2251030023747,2.290869637416225,1.8788251108720821,1.711949893149747,0.9441411594829752,0.01,1.1463192775986557,4.321381273559872,4.161243792699678,0.9501607627389543,2.121411291032786,0.23978487671307763,0.4290806909663447,1.7432474159024336,0.3526390548475353,0.01,0.5693948442528131,5.478525026532649,3.7296441931399302,1.214677466101606,2.1003109989120152,3.796370939333204,0.7735413447396957,2.3345231513537983
1-1,0.9231189101929829,1.7039673774967783,1.0,0.2431862618495453,2.4370338147864476,0.930127032496238,0.01,0.01,1.655406603437829,0.8974549663063442,3.2983027532040743,1.25050812927073,0.5571623854640603,1.3563238298626872,0.01,0.5565969446863316,1.1831987710330758,0.7456134307363765,2.019565762443942,0.9353141390807239,1.3944626671157254,3.724634480282894,0.01,2.033985987144624,3.851149045313949,6.4748779008330555,2.1138762443669146,4.653167855216649
2-0,1.9900307116060196,1.1253063717373952,0.41467394529637064,1.0,1.9409433374817158,1.2802298599438293,1.888665639378213,5.613009583375118,1.0120569423134578,3.364529971063908,0.9869625967192583,1.0850520717029746,4.327073918805,1.4365123377633582,5.431649256289204,3.842253111398372,1.7949251997848001,2.4534914146802658,3.905393251059858,0.01,0.14392426398276895,1.5813371226303203,2.778167771485913,8.65133968150035,1.674975027777142,1.1087348250379212,1.3587397473694773,0.8225345993437491
2-1,0.9604779500460057,0.7308470962191044,1.630061764075553,1.493037115091689,1.0,0.4850268899490025,0.11612379879581015,1.226923780205661,0.9305239645616895,1.1042775286619357,2.218584584562038,2.599299813811411,1.7854144222329982,0.8661821823227436,0.5107590056216477,2.5109162737350306,0.01,2.841325046188561,2.013894501804504,2.1214613786138377,1.5518375832314812,2.361882841443402,0.29745316876120587,1.448885311095062,2.53002693712321,1.0006949254611808,0.5446680273457254,0.8691946662733239
2-2,0.4195561628033476,6.013949053575145,0.6388369503109946,0.6726067312371402,0.4816226789432478,1.0,1.0104957715520229,1.477078728353094,5.961756683072603,3.861516271495047,1.4461052846152667,3.2616366128885717,1.142250121046178,2.4963126118448637,3.808520299296825,0.01,0.8953107435602367,0.720946111722905,0.01,6.441243691290659,4.41862016958938,7.955313994830742,4.552414258829003,0.58373373415168,0.9974404351238226,2.0786190477814293,1.7957697531060435,1.6460036468306465
3-0,0.17556909649069286,2.5184364291970085,0.01,0.7639705034562453,0.05368044257069657,0.06811856240572645,1.0,6.564724062229585,0.17029619341164723,2.4302554972288957,0.18348199258550096,3.7223931896198965,5.7818593592378935,0.23306862690711524,3.7545499077913957,2.2704767216460158,2.790722286236363,2.4007055430399573,4.520611025575014,0.01,3.776426937071265,0.1787626392734346,5.857230590537832,1.9091980804078064,0.5528459290681361,3.0283094868049947,2.5464482726703945,2.298005831848956
3-1,0.37620822970246337,0.5360123256752679,0.01,0.9915811683608059,0.9738948714337662,0.8260062159048085,0.9154249831536311,1.0,0.5556477228444496,2.79406526843291,0.38001613949395563,0.8612831148340535,3.2773367400858957,0.01,6.070400222831292,3.343583432682501,2.1960878498723067,0.8063055311859708,4.106155698484173,2.14968604749177,2.3492840791346334,1.0249226522408939,2.233048330409126,3.1190022808702484,0.01,1.5592368881326324,0.3999329015368717,0.01
3-2,0.8099827700508285,1.1227181373177033,1.8015828465653927,0.5233214651134911,0.9368146535148789,3.009500733339087,0.14771700502389715,0.30247826896928043,1.0,3.7434768559722253,1.4448093055790618,0.7991706033134466,0.39334122878960853,2.108176662144372,1.4425758426020707,0.25549309270536624,1.8309652499770328,0.01,1.439579645772424,4.376838364427195,3.7124395930250644,4.135920632067552,3.8087156375308475,0.39190356557531963,2.318898220767247,1.7966598494248793,3.9486877233269833,0.8069735508163208
3-3,0.36568338190995503,0.01,1.9285268330726977,1.9105581461182668,2.2033623468646044,2.085001006745343,2.817142543683904,0.799159612037564,2.12185436085961,1.0,2.317231524661714,0.0852884805565383,1.2303103820541352,3.100747196393603,1.5270683654717123,2.6040282374185844,0.6708015659785257,1.2626418940568067,0.32600819115566676,2.579538600094855,3.2223870633207556,1.2692611006330587,3.9228634696612144,2.9654477093341,0.8904791980576658,0.3798332071945306,3.0749338921306126,2.5718622786134206
4-0,0.9659448209183158,1.0963045637070998,3.2105827091784827,1.3114012591027415,2.526351579786979,0.7955347393902322,0.07892283606677998,0.5216394261555499,1.660206382573156,1.5737746073611434,1.0,0.5796302136398894,0.3942667023597806,3.1178986678330842,1.3156941387942325,0.01,0.48635609932263024,1.134877245216629,0.01,0.9923544791882084,1.7067642019385179,1.8417443859588327,2.722256818459268,2.4925001970162595,2.9434809671639304,0.7222087822339472,2.8344758578543297,3.622946510767044
4-1,0.4027135757190998,2.3842932902634333,0.854480156326472,0.5170278973265212,2.1438416693661533,1.3980089087180982,2.5463214979835147,0.7316432724576251,0.4634099569753394,0.029026493435852004,0.17112939322014908,1.0,0.4014396966931443,0.01,1.7515349750405487,1.3454412116811034,3.3600309064232343,1.7333447803089306,2.4652283838393023,1.7476422200944797,1.1034328156878246,1.3090925240640843,2.166376498005346,1.7068076247908106,0.0897179100806577,0.8970819194224922,0.8416990211250538,1.7920569323195008
4-2,0.01,5.604110065913837,0.5046056018219882,1.3419444578464026,1.2949867754408082,0.4278861755356098,3.7929273693516157,1.4896428972556461,0.7175349802394599,1.3934938435497735,0.3003585415338548,0.32643531385402186,1.0,1.770519506138125,1.6629279016901155,2.5446109264457393,0.9841308539280544,3.663833801241475,0.32616317400165823,0.13120897270304407,0.5588148815047844,0.6245910597013689,4.427761825203313,3.7172612600844888,1.796296077281418,0.8018852646658933,0.4239207133812122,1.3412748119044018
4-3,0.4628646500584993,1.0531947210503052,1.599225585557483,0.6321957838496115,1.017292785721763,1.1185552514361594,0.07289410805239765,0.01,2.1083695839257977,2.4571891092564098,2.394129150335855,0.01,0.7694191853268646,1.0,1.4399002980149538,0.8976465576404506,1.9937245671998054,1.550885410823398,0.01,3.5555014029409775,0.5010683895599318,1.2754371039756485,2.3999565023020417,0.8674129175334386,2.8409014685096903,0.7396377202001466,1.2369827237651552,6.32141671167681
4-4,0.941435067672934,0.027484239470709108,0.01,1.3613169617649123,0.44320582830784977,1.4616269645558653,1.5545653293582065,1.4704961702760229,0.6079718004338395,1.3723395320151863,1.5658318819653487,2.371339969474642,1.1757497532985157,1.5828318627326332,1.0,1.355071586011243,2.4638675827778442,1.637803879873771,1.7730137594152435,1.2245537979820393,0.614212864621852,1.5814961779067294,0.4176015986284611,1.2118113050161947,0.01,0.01,1.2153905368290239,2.0950472082004508
5-0,1.1172207233252385,0.09754100925183452,0.18853799944061292,1.812029038444438,2.643183253608042,0.01,2.4683562084234025,1.8779439915911964,0.13403197207996917,1.8348197103906612,0.01,1.1047127594229897,1.6437544611823647,1.0160877449244068,0.547690586662482,1.0,0.01,2.3518535016782116,1.516287724281252,1.0115217794311235,1.8976343723077371,1.4179000828682602,1.016873587556417,1.255568891467388,1.1846105450854365,2.1217897927509677,2.849772572843241,0.5106712979283335
5-1,2.2421956815088455,0.43785616354815116,1.599065883977112,1.2346361200671485,0.01,0.3997008700444885,1.7828600939335657,0.376923392144584,1.7581406743539978,0.6159477913630356,0.6310314610499062,2.9784504487299173,1.846637920052159,1.9564361025255206,1.5428464598365053,0.01,1.0,1.0652500601166892,2.311401569661582,1.7622633879011613,0.7406625232171492,0.5083450662905281,0.5829411680339183,2.4922909346929116,2.0575969362705435,0.17381155759050604,1.4785772275168292,3.2823246986554824
5-2,3.2364950199358082,0.7501754826705579,0.2795917702923228,2.7402267105763394,4.218713578701514,0.3896725009868931,1.731816424462528,0.7789925891454081,0.01,1.0318246809725435,0.7146708753400259,1.3052981331554292,1.3020628672425238,0.9078505126454846,0.7957891420690932,2.2550192316532476,0.8302206152464522,1.0,1.7447293142775555,1.529426655235816,0.37481001420340854,0.01,0.5002209080326758,0.2390082877390818,1.146584173629849,0.8728479793034881,1.8834136880053527,0.860118238829365
5-3,1.9813842401863482,0.3084435232662902,1.496526486702828,2.2297488542838426,1.9349948169604652,0.01,2.8536074252804093,0.8985844154320771,1.0551163854626748,0.6411317770553332,0.01,2.110582476017529,1.4840525687048762,0.01,1.4631539375133853,1.9123788178122303,3.4261572671085028,1.736366633618779,1.0,1.7527099875799823,0.5072639360291344,0.19652135686720032,0.01,2.618537286858619,1.116577149172763,5.32760393774369,1.3256149942445115,0.49761767773353827
5-4,0.48643937625678063,0.01,0.5463039711912555,0.01,2.0048530310234534,3.828561799605228,0.01,0.6789601728348542,2.573217197383663,2.2151062164620274,0.7727043326378309,2.361302296105374,0.7819745140381819,3.920468880479008,1.3069717870508648,1.0815208515240993,2.2698550076498747,1.5981178747003506,1.884396920377635,1.0,1.2561191084169028,3.1100937302311027,1.345084617364212,2.147238483436269,0.7930078832268889,1.5612066215516756,0.01,1.7557562149113892
5-5,0.9233150393018402,0.40707548386800485,1.4498852753331126,0.6154683981088467,1.8699897978370656,1.413501090816078,2.252426634576682,0.830600021370717,1.8715435168974868,2.4150720190476225,1.5843210355419286,1.2726282807411426,0.6333366933812784,0.32368577101433826,0.08379978805229521,3.4331168981744034,1.7408390032524534,0.306446662217547,0.4967880018290717,0.8242685094310418,1.0,4.357326810609607,1.7722915120780933,0.8222862059168176,1.9347151785408372,1.4884102581822405,6.85318543856852,0.01
6-0,1.0574740221465366,1.46621558354109,2.3662998826645443,0.5682418626103957,1.4688706303928816,3.268073628245694,0.22983335192514365,1.097652958716886,3.1236747121968604,0.6232167524986958,2.1950817924742085,1.3711828267931438,0.3755734997516832,1.966140345989711,0.4630729252960468,2.0377848943687393,1.75616180529342,0.01,0.26620708856661907,3.185046769611151,4.144083680184972,1.0,0.5840978033544486,0.26299458169589685,1.0235177907052835,1.8093267800930843,2.212331646793179,1.4781557294442873
6-1,0.01,3.133635644330223,0.01,0.9256033949295517,0.1803092702888412,1.7250368851242759,3.2531939824401594,0.6756999066968703,2.1596795317807884,2.3285034868352765,2.1657874950037734,2.714311056452785,2.7350856025902313,2.166454755963458,0.32804860440854244,1.4805035193839247,0.7914002621724042,0.5889630029928443,0.01,1.618708747941526,1.2667906019677952,0.30907976787093805,1.0,2.327500957601858,0.5489672649435963,0.5456582686255245,3.5937296587524203,0.01
6-2,0.5781457488824038,0.6764553591548539,1.3169738191523526,3.391315084646401,1.2595434686924203,0.13516725666986318,0.6498540953745505,1.0627166649484723,0.4759487275478981,2.9242244442037704,1.8879305156433868,2.277933477875485,3.2713948369809143,0.8457326029537455,1.0937080023918955,1.4416050711110677,3.5469384936288573,0.2410594639255129,2.2772363199969257,1.7216010756758515,0.9537237164424917,0.19787635979523174,1.4660228594117812,1.0,0.6276154946377068,1.0371931131290977,0.17336470703925067,0.9310819446059694
6-3,1.317572089322553,2.146434673857075,2.442490355224516,1.762130429545026,2.5654028763258565,0.556886868332998,0.6039435475006188,0.01,1.7658560303222166,0.33878369351324633,1.4682488195645695,0.04631708881177822,1.9516738435728944,2.890997251266455,0.01,0.785816141701674,2.220544883088772,0.755900829213103,0.7665081239112517,0.3650555926405864,0.8339450993057524,0.3769520209829888,0.47915210599810937,0.2590277733277189,1.0,2.4264293541876607,0.7240724136436313,3.351138251258662
6-4,1.2845459534622523,4.190872348354389,5.260303929185436,0.6963365747644145,1.2611849949528915,1.7979823425522623,2.483244099025559,0.3639287455656587,1.8200565592195936,0.7633811602296395,0.4078597373434759,0.8294839444375928,1.3206006690149499,0.773906990765712,0.01,2.5001970041985,0.25289230343857416,0.8742527178981745,4.432453976584547,1.0186052869461677,1.2024885732639783,0.8360050985776724,0.6760448599465846,0.7069124743105063,3.5602912726523726,1.0,0.6008055103372676,1.8261380773544666
6-5,1.8651052697466186,0.8577813967915127,2.3151972343466753,0.3847029154024623,0.5661407223537304,0.6658408331987914,2.003984257815324,0.18415996379583405,2.5044568799741858,1.3379867741711748,2.2432765350026393,0.7699006793024894,0.8960670011202785,0.8999343869049503,0.6705649043946088,3.5745199682740827,2.8291708770490005,1.805062339828978,1.1101367550881405,0.01,4.320084623363027,1.451021108594763,2.244634671500903,0.16231818065144316,0.9039872122142271,0.5879654667109182,1.0,0.5478088344052146
6-6,0.5495891377420162,2.4099338844125135,3.1106075866270695,0.29703781311997485,0.7931678867799337,0.9108888848423552,1.1334780398781261,0.01,0.975599527472546,1.3312025637477167,2.24055934345896,1.3019011614195688,1.5472126578321002,4.945117847247129,0.9410532264988544,0.34573897769461676,2.5282259040808164,0.6331403414381064,0.30042598294528067,0.8213551325563653,0.01,0.5144600858313317,0.01,0.4718444261995874,3.5072025785201686,1.2577913505581753,0.438226463167488,1.0
